UTC TIME,Time,anum,fnum,height,speed,angle,longitude,latitude
2020-11-03 02:01:30,1604368916.0,B2088,CCA1803,35.0,300.024,353.0,40.11011,116.56875
2020-11-03 02:02:00,1604368920.0,B2088,CCA1803,426.72,300.024,353.0,40.11011,116.56875
2020-11-03 02:02:30,1604368955.0,B2088,CCA1803,701.04,372.252,317.0,40.13983,116.54065
2020-11-03 02:03:00,1604368984.0,B2088,CCA1803,1150.62,366.696,317.0,40.15155,116.52625
2020-11-03 02:03:30,1604369015.0,B2088,CCA1803,1348.74,375.956,317.0,40.17314,116.50077
2020-11-03 02:04:00,1604369041.0,B2088,CCA1803,1348.74,379.66,318.0,40.1993,116.46925
2020-11-03 02:04:30,1604369071.0,B2088,CCA1803,1348.74,381.512,318.0,40.21706,116.44806
2020-11-03 02:05:00,1604369101.0,B2088,CCA1803,1379.22,383.364,269.0,40.22677,116.41363
2020-11-03 02:05:30,1604369131.0,B2088,CCA1803,1714.5,444.48,270.0,40.22625,116.38192
2020-11-03 02:06:00,1604369173.0,B2088,CCA1803,2217.42,472.26,257.0,40.22584000000001,116.32418
2020-11-03 02:06:30,1604369192.0,B2088,CCA1803,2453.64,516.7080000000002,236.0,40.21764,116.28754
2020-11-03 02:07:00,1604369235.0,B2088,CCA1803,2979.42,540.784,235.0,40.18208,116.22046
2020-11-03 02:07:30,1604369253.0,B2088,CCA1803,3223.26,577.8240000000002,236.0,40.18208,116.22046
2020-11-03 02:08:00,1604369280.0,B2088,CCA1803,3482.34,624.124,235.0,40.14134,116.14502
2020-11-03 02:08:30,1604369324.0,B2088,CCA1803,3970.02,683.388,236.0,40.10701,116.08167
2020-11-03 02:09:00,1604369350.0,B2088,CCA1803,4259.58,687.092,235.0,40.07309,116.01904
2020-11-03 02:09:30,1604369384.0,B2088,CCA1803,4648.2,707.4639999999998,235.0,40.04137,115.96033
2020-11-03 02:10:00,1604369415.0,B2088,CCA1803,5036.82,722.28,235.0,40.01584,115.91307
2020-11-03 02:10:30,1604369430.0,B2088,CCA1803,5189.22,727.836,235.0,39.99683,115.87842
2020-11-03 02:11:00,1604369466.0,B2088,CCA1803,5608.32,740.8,235.0,39.97687,115.84149
2020-11-03 02:11:30,1604369497.0,B2088,CCA1803,5852.16,751.9119999999998,235.0,39.91994,115.73718
2020-11-03 02:12:00,1604369527.0,B2088,CCA1803,5989.32,755.6160000000001,235.0,39.88498,115.6731
2020-11-03 02:12:30,1604369562.0,B2088,CCA1803,6210.3,751.9119999999998,235.0,39.85221,115.61328
2020-11-03 02:13:00,1604369589.0,B2088,CCA1803,6408.42,750.06,235.0,39.81883,115.55243
2020-11-03 02:13:30,1604369612.0,B2088,CCA1803,6568.44,755.6160000000001,235.0,39.80026,115.51855
2020-11-03 02:14:00,1604369641.0,B2088,CCA1803,6865.62,751.9119999999998,238.0,39.76401,115.44995
2020-11-03 02:14:30,1604369673.0,B2088,CCA1803,7193.28,750.06,243.0,39.74611,115.40948
2020-11-03 02:15:00,1604369701.0,B2088,CCA1803,7482.84,759.32,243.0,39.70967,115.31758
2020-11-03 02:15:30,1604369739.0,B2088,CCA1803,7863.84,766.7280000000002,243.0,39.68257,115.24908
2020-11-03 02:16:00,1604369769.0,B2088,CCA1803,8183.88,774.1360000000002,243.0,39.66975,115.21673
2020-11-03 02:16:30,1604369793.0,B2088,CCA1803,8389.62,775.988,243.0,39.63075,115.11887
2020-11-03 02:17:00,1604369824.0,B2088,CCA1803,8412.48,775.988,243.0,39.60493,115.05444
2020-11-03 02:17:30,1604369850.0,B2088,CCA1803,8412.48,775.988,243.0,39.58177,114.9967
2020-11-03 02:18:00,1604369880.0,B2088,CCA1803,8412.48,779.692,243.0,39.5533,114.92566
2020-11-03 02:18:30,1604369919.0,B2088,CCA1803,8412.48,781.544,243.0,39.523453,114.851432
2020-11-03 02:19:00,1604369945.0,B2088,CCA1803,8412.48,781.544,243.0,39.523453,114.851432
2020-11-03 02:19:30,1604369970.0,B2088,CCA1803,8412.48,777.84,243.0,39.47099,114.72137
2020-11-03 02:20:00,1604370001.0,B2088,CCA1803,8412.48,777.84,240.0,39.451392,114.672913
2020-11-03 02:20:30,1604370031.0,B2088,CCA1803,8412.48,777.84,240.0,39.417037,114.588257
2020-11-03 02:21:00,1604370061.0,B2088,CCA1803,8412.48,777.84,240.0,39.391479,114.525425
2020-11-03 02:21:30,1604370095.0,B2088,CCA1803,8412.48,777.84,240.0,39.35756,114.44219
2020-11-03 02:22:00,1604370124.0,B2088,CCA1803,8412.48,777.84,240.0,39.333522,114.38324
2020-11-03 02:22:30,1604370153.0,B2088,CCA1803,8412.48,777.84,240.0,39.305969,114.316028
