Time,UTC TIME,anum,fnum,height,speed,angle,longitude,latitude
1606307426.0,2020-11-25 12:30:00,B5932,CCA1883,220.98,0.0,84.0,40.08702,116.61332
1606307432.0,2020-11-25 12:30:30,B5932,CCA1883,312.42,0.0,84.0,40.08702,116.61332
1606307471.0,2020-11-25 12:31:00,B5932,CCA1883,670.56,272.244,27.0,40.11461,116.61841
1606307493.0,2020-11-25 12:31:30,B5932,CCA1883,906.78,272.244,27.0,40.12207,116.62362
1606307523.0,2020-11-25 12:32:00,B5932,CCA1883,1021.08,340.7680000000001,27.0,40.15219,116.64416
1606307553.0,2020-11-25 12:32:30,B5932,CCA1883,1036.32,424.108,35.0,40.16993,116.67181
1606307583.0,2020-11-25 12:33:00,B5932,CCA1883,1097.28,470.408,86.0,40.16993,116.67181
1606307613.0,2020-11-25 12:33:30,B5932,CCA1883,1508.76,481.52,83.0,40.17686,116.76694
1606307644.0,2020-11-25 12:34:00,B5932,CCA1883,1805.94,488.92800000000005,83.0,40.18105,116.81319
1606307670.0,2020-11-25 12:34:30,B5932,CCA1883,2293.62,500.04,64.0,40.18105,116.81319
1606307701.0,2020-11-25 12:35:00,B5932,CCA1883,2689.86,520.4119999999998,65.0,40.18105,116.81319
1606307736.0,2020-11-25 12:35:30,B5932,CCA1883,3291.84,563.008,65.0,40.22232,116.9408
1606307761.0,2020-11-25 12:36:00,B5932,CCA1883,3589.02,564.86,72.0,40.2412,117.00165
1606307790.0,2020-11-25 12:36:30,B5932,CCA1883,3931.92,585.232,118.0,40.22891,117.05427
1606307830.0,2020-11-25 12:37:00,B5932,CCA1883,4411.98,625.976,157.0,40.17801,117.091
1606307857.0,2020-11-25 12:37:30,B5932,CCA1883,4815.84,642.644,155.0,40.15871,117.1024
1606307880.0,2020-11-25 12:38:00,B5932,CCA1883,5135.88,657.46,155.0,40.10243,117.13648
1606307921.0,2020-11-25 12:38:30,B5932,CCA1883,5646.42,657.46,155.0,40.03781,117.1572
1606307960.0,2020-11-25 12:39:00,B5932,CCA1883,5699.76,659.312,197.0,39.97362,117.13318
