UTC TIME,Time,anum,fnum,height,speed,angle,longitude,latitude
2020-11-08 02:01:00,1604800888.0,B2039,CCA1803,-7.62,301.876,353.0,40.0811,116.59597
2020-11-08 02:01:30,1604800891.0,B2039,CCA1803,-38.1,301.876,353.0,40.0811,116.59597
2020-11-08 02:02:00,1604800924.0,B2039,CCA1803,396.24,294.468,353.0,40.1033,116.59186
2020-11-08 02:02:30,1604800950.0,B2039,CCA1803,731.52,307.432,354.0,40.11662000000001,116.58972
2020-11-08 02:03:00,1604800993.0,B2039,CCA1803,1211.58,387.068,353.0,40.16578,116.58123
2020-11-08 02:03:30,1604801010.0,B2039,CCA1803,1402.08,427.812,353.0,40.16578,116.58123
2020-11-08 02:04:00,1604801049.0,B2039,CCA1803,1836.42,438.924,353.0,40.22214,116.57098
2020-11-08 02:04:30,1604801070.0,B2039,CCA1803,1943.1,446.332,353.0,40.22214,116.57098
2020-11-08 02:05:00,1604801100.0,B2039,CCA1803,1981.2,444.48,349.0,40.25999,116.56409
2020-11-08 02:05:30,1604801130.0,B2039,CCA1803,2240.28,433.36800000000005,298.0,40.30023,116.54678
2020-11-08 02:06:00,1604801165.0,B2039,CCA1803,2423.16,468.556,266.0,40.30819,116.50264
2020-11-08 02:06:30,1604801199.0,B2039,CCA1803,2948.94,485.224,268.0,40.30412000000001,116.42853
2020-11-08 02:07:00,1604801231.0,B2039,CCA1803,3299.46,494.484,267.0,40.3027,116.39148
2020-11-08 02:07:30,1604801256.0,B2039,CCA1803,3451.86,561.156,269.0,40.30139000000001,116.32849
2020-11-08 02:08:00,1604801285.0,B2039,CCA1803,3779.52,622.2719999999998,269.0,40.30139000000001,116.32849
2020-11-08 02:08:30,1604801322.0,B2039,CCA1803,4335.78,640.7919999999998,270.0,40.30083,116.19209
2020-11-08 02:09:00,1604801340.0,B2039,CCA1803,4587.24,646.3480000000002,270.0,40.30069,116.17493
2020-11-08 02:09:30,1604801371.0,B2039,CCA1803,5082.54,672.2760000000002,255.0,40.29608,116.12118
2020-11-08 02:10:00,1604801401.0,B2039,CCA1803,5577.84,709.316,229.0,40.27681,116.07031
2020-11-08 02:10:30,1604801433.0,B2039,CCA1803,5935.98,731.54,223.0,40.24297,116.0257
2020-11-08 02:11:00,1604801461.0,B2039,CCA1803,6004.56,742.6519999999998,223.0,40.17891,115.94877
2020-11-08 02:11:30,1604801492.0,B2039,CCA1803,6012.18,742.6519999999998,223.0,40.13995,115.9022
2020-11-08 02:12:00,1604801525.0,B2039,CCA1803,6385.56,742.6519999999998,223.0,40.08778,115.83929
2020-11-08 02:12:30,1604801554.0,B2039,CCA1803,6568.44,750.06,223.0,40.06258,115.80882
2020-11-08 02:13:00,1604801581.0,B2039,CCA1803,6614.16,750.06,223.0,40.00695,115.74159
2020-11-08 02:13:30,1604801614.0,B2039,CCA1803,6614.16,755.6160000000001,223.0,39.95975,115.685
2020-11-08 02:14:00,1604801642.0,B2039,CCA1803,6880.86,759.32,223.0,39.9225,115.64014
2020-11-08 02:14:30,1604801671.0,B2039,CCA1803,7269.48,777.84,223.0,39.88953,115.60053
2020-11-08 02:15:00,1604801702.0,B2039,CCA1803,7620.0,788.952,223.0,39.84085,115.54236000000002
2020-11-08 02:15:30,1604801734.0,B2039,CCA1803,7932.42,822.288,224.0,39.78804,115.47909
2020-11-08 02:16:00,1604801763.0,B2039,CCA1803,8321.04,818.584,229.0,39.75105,115.41944
2020-11-08 02:16:30,1604801794.0,B2039,CCA1803,8686.8,818.584,243.0,39.72084,115.34612
2020-11-08 02:17:00,1604801829.0,B2039,CCA1803,9159.24,824.14,243.0,39.69676,115.28545
2020-11-08 02:17:30,1604801856.0,B2039,CCA1803,9525.0,825.992,243.0,39.66772,115.21179
2020-11-08 02:18:00,1604801886.0,B2039,CCA1803,9974.58,788.952,243.0,39.64705,115.15997
2020-11-08 02:18:30,1604801921.0,B2039,CCA1803,10584.18,775.988,243.0,39.61226,115.07235
2020-11-08 02:19:00,1604801941.0,B2039,CCA1803,10843.26,772.284,243.0,39.59054,115.01819
2020-11-08 02:19:30,1604801974.0,B2039,CCA1803,11010.9,761.172,243.0,39.57404,114.97706
2020-11-08 02:20:00,1604802010.0,B2039,CCA1803,11003.28,768.58,243.0,39.53654,114.88362
2020-11-08 02:20:30,1604802030.0,B2039,CCA1803,11003.28,774.1360000000002,243.0,39.51654,114.834
2020-11-08 02:21:00,1604802060.0,B2039,CCA1803,11003.28,772.284,243.0,39.49136,114.77184
2020-11-08 02:21:30,1604802097.0,B2039,CCA1803,11003.28,774.1360000000002,243.0,39.45069,114.67126
2020-11-08 02:22:00,1604802129.0,B2039,CCA1803,11003.28,774.1360000000002,243.0,39.43153,114.624
2020-11-08 02:22:30,1604802150.0,B2039,CCA1803,11003.28,774.1360000000002,243.0,39.43153,114.624
2020-11-08 02:23:00,1604802187.0,B2039,CCA1803,11003.28,777.84,243.0,39.37871,114.49408
2020-11-08 02:23:30,1604802217.0,B2039,CCA1803,11003.28,779.692,243.0,39.34671,114.41556
2020-11-08 02:24:00,1604802257.0,B2039,CCA1803,11003.28,779.692,243.0,39.32808,114.36988
2020-11-08 02:24:30,1604802283.0,B2039,CCA1803,11003.28,775.988,243.0,39.28734,114.27058999999998
2020-11-08 02:25:00,1604802312.0,B2039,CCA1803,11003.28,777.84,240.0,39.25429000000001,114.19052
2020-11-08 02:25:30,1604802347.0,B2039,CCA1803,11003.28,777.84,240.0,39.24399,114.17195
2020-11-08 02:26:00,1604802381.0,B2039,CCA1803,11003.28,864.8839999999999,197.0,39.13726,114.10327
2020-11-08 02:26:30,1604802392.0,B2039,CCA1803,11003.28,870.44,196.0,39.13726,114.10327
2020-11-08 02:27:00,1604802423.0,B2039,CCA1803,11003.28,870.44,196.0,39.07388,114.08108
2020-11-08 02:27:30,1604802453.0,B2039,CCA1803,11003.28,872.2919999999998,196.0,39.07388,114.08108
2020-11-08 02:28:00,1604802487.0,B2039,CCA1803,11003.28,864.8839999999999,196.0,39.07388,114.08108
