Time,UTC TIME,anum,fnum,height,speed,angle,longitude,latitude
1604455048.0,2020-11-04 01:57:00,B2087,CCA1803,0.0,0.0,0.0,40.095806,116.59848
1604455055.0,2020-11-04 01:57:30,B2087,CCA1803,0.0,0.0,0.0,40.095806,116.59848
1604455090.0,2020-11-04 01:58:00,B2087,CCA1803,0.0,0.0,0.0,40.095806,116.59848
1604455130.0,2020-11-04 01:58:30,B2087,CCA1803,0.0,0.0,0.0,40.095806,116.59848
1604455169.0,2020-11-04 01:59:00,B2087,CCA1803,0.0,29.632,174.0,40.095806,116.59848
1604455174.0,2020-11-04 01:59:30,B2087,CCA1803,0.0,31.484,174.0,40.095806,116.59848
1604455208.0,2020-11-04 02:00:00,B2087,CCA1803,0.0,31.484,171.0,40.095806,116.59848
1604455233.0,2020-11-04 02:00:30,B2087,CCA1803,0.0,40.744,171.0,40.095806,116.59848
1604455264.0,2020-11-04 02:01:00,B2087,CCA1803,0.0,46.3,174.0,40.095806,116.59848
1604455291.0,2020-11-04 02:01:30,B2087,CCA1803,0.0,46.3,174.0,40.095806,116.59848
1604455324.0,2020-11-04 02:02:00,B2087,CCA1803,0.0,38.892,174.0,40.095806,116.59848
1604455351.0,2020-11-04 02:02:30,B2087,CCA1803,0.0,38.892,174.0,40.095806,116.59848
1604455382.0,2020-11-04 02:03:00,B2087,CCA1803,0.0,37.04,174.0,40.095806,116.59848
1604455412.0,2020-11-04 02:03:30,B2087,CCA1803,0.0,29.632,174.0,40.095806,116.59848
1604455443.0,2020-11-04 02:04:00,B2087,CCA1803,0.0,22.224,174.0,40.095806,116.59848
1604455473.0,2020-11-04 02:04:30,B2087,CCA1803,0.0,1.852,174.0,40.095806,116.59848
1604455502.0,2020-11-04 02:05:00,B2087,CCA1803,0.0,0.0,174.0,40.095806,116.59848
1604455533.0,2020-11-04 02:05:30,B2087,CCA1803,0.0,0.0,174.0,40.095806,116.59848
1604455563.0,2020-11-04 02:06:00,B2087,CCA1803,0.0,0.0,174.0,40.095806,116.59848
