UTC TIME,Time,anum,fnum,height,speed,angle,longitude,latitude
2020-11-13 02:03:30,1605233020.0,B1429,CCA1803,-53.34,274.096,354.0,40.0953,116.57068
2020-11-13 02:04:00,1605233051.0,B1429,CCA1803,289.56,316.692,329.0,40.0953,116.57068
2020-11-13 02:04:30,1605233074.0,B1429,CCA1803,563.88,331.5080000000001,318.0,40.12849,116.55377
2020-11-13 02:05:00,1605233111.0,B1429,CCA1803,982.98,344.472,317.0,40.15852,116.51725
2020-11-13 02:05:30,1605233137.0,B1429,CCA1803,1150.62,416.7,318.0,40.16062,116.51475
2020-11-13 02:06:00,1605233166.0,B1429,CCA1803,1554.48,470.408,318.0,40.19627,116.47253
2020-11-13 02:06:30,1605233197.0,B1429,CCA1803,2065.02,470.408,310.0,40.22159,116.43707
2020-11-13 02:07:00,1605233231.0,B1429,CCA1803,2560.32,485.224,270.0,40.22635,116.38111
2020-11-13 02:07:30,1605233252.0,B1429,CCA1803,2880.36,488.92800000000005,265.0,40.22141,116.34378
2020-11-13 02:08:00,1605233281.0,B1429,CCA1803,3261.36,511.152,238.0,40.21371,116.32635
2020-11-13 02:08:30,1605233312.0,B1429,CCA1803,3429.0,511.152,238.0,40.19824000000001,116.29504
2020-11-13 02:09:00,1605233341.0,B1429,CCA1803,3680.46,633.384,236.0,40.15224,116.20583
2020-11-13 02:09:30,1605233370.0,B1429,CCA1803,3939.54,679.684,237.0,40.13004,116.16241
2020-11-13 02:10:00,1605233407.0,B1429,CCA1803,4495.8,694.5,237.0,40.09973,116.1032
2020-11-13 02:10:30,1605233432.0,B1429,CCA1803,4831.08,703.76,237.0,40.06961,116.04409
2020-11-13 02:11:00,1605233468.0,B1429,CCA1803,5379.72,713.02,237.0,40.03032,115.9675
2020-11-13 02:11:30,1605233497.0,B1429,CCA1803,5745.48,727.836,237.0,40.00113,115.91058
2020-11-13 02:12:00,1605233522.0,B1429,CCA1803,5966.46,742.6519999999998,237.0,39.98037,115.87018
2020-11-13 02:12:30,1605233552.0,B1429,CCA1803,6042.66,753.7639999999999,237.0,39.94661,115.8045
2020-11-13 02:13:00,1605233580.0,B1429,CCA1803,6477.0,757.4680000000002,237.0,39.91388,115.74121
2020-11-13 02:13:30,1605233625.0,B1429,CCA1803,7040.88,775.988,236.0,39.86664,115.65015
2020-11-13 02:14:00,1605233651.0,B1429,CCA1803,7292.34,790.804,236.0,39.84425,115.60703999999998
2020-11-13 02:14:30,1605233676.0,B1429,CCA1803,7673.34,790.804,236.0,39.81628,115.55318
2020-11-13 02:15:00,1605233706.0,B1429,CCA1803,7901.94,824.14,237.0,39.7766,115.47634
2020-11-13 02:15:30,1605233731.0,B1429,CCA1803,8221.98,835.252,241.0,39.77005,115.46291
2020-11-13 02:16:00,1605233772.0,B1429,CCA1803,8656.32,851.92,243.0,39.72011,115.34361
2020-11-13 02:16:30,1605233791.0,B1429,CCA1803,8884.92,859.328,243.0,39.69196,115.27267
2020-11-13 02:17:00,1605233822.0,B1429,CCA1803,9243.06,868.5880000000002,243.0,39.65999,115.1922
2020-11-13 02:17:30,1605233852.0,B1429,CCA1803,9631.68,864.8839999999999,243.0,39.64328,115.15027
2020-11-13 02:18:00,1605233884.0,B1429,CCA1803,9784.08,863.0319999999998,243.0,39.6052,115.05505
2020-11-13 02:18:30,1605233910.0,B1429,CCA1803,9784.08,861.18,243.0,39.57536,114.98083
2020-11-13 02:19:00,1605233945.0,B1429,CCA1803,10241.28,857.4760000000001,243.0,39.55179,114.92195
2020-11-13 02:19:30,1605233973.0,B1429,CCA1803,10561.32,842.66,243.0,39.52076,114.84491
2020-11-13 02:20:00,1605234001.0,B1429,CCA1803,10828.02,838.956,243.0,39.48962,114.76748
2020-11-13 02:20:30,1605234036.0,B1429,CCA1803,11010.9,835.252,243.0,39.46587,114.7085
2020-11-13 02:21:00,1605234065.0,B1429,CCA1803,11003.28,831.548,243.0,39.46587,114.7085
2020-11-13 02:21:30,1605234090.0,B1429,CCA1803,11003.28,835.252,243.0,39.46587,114.7085
2020-11-13 02:22:00,1605234120.0,B1429,CCA1803,11003.28,835.252,243.0,39.39385,114.53113
2020-11-13 02:22:30,1605234162.0,B1429,CCA1803,11003.28,835.252,243.0,39.35193,114.42846000000002
2020-11-13 02:23:00,1605234189.0,B1429,CCA1803,11003.28,835.252,243.0,39.35193,114.42846000000002
2020-11-13 02:23:30,1605234230.0,B1429,CCA1803,11003.28,833.4,243.0,39.35193,114.42846000000002
2020-11-13 02:24:00,1605234255.0,B1429,CCA1803,11003.28,833.4,243.0,39.35193,114.42846000000002
2020-11-13 02:24:30,1605234280.0,B1429,CCA1803,11003.28,833.4,243.0,39.35193,114.42846000000002
2020-11-13 02:25:00,1605234301.0,B1429,CCA1803,11003.28,833.4,243.0,39.35193,114.42846000000002
2020-11-13 02:25:30,1605234331.5,B1429,CCA1803,11003.28,847.29,231.25,39.2730425,114.33837500000001
2020-11-13 02:26:00,1605234362.0,B1429,CCA1803,11003.28,861.1800000000001,219.5,39.194155,114.24829
2020-11-13 02:26:30,1605234392.5,B1429,CCA1803,11003.28,875.07,207.75,39.1152675,114.158205
2020-11-13 02:27:00,1605234423.0,B1429,CCA1803,11003.28,888.96,196.0,39.03638,114.06812
2020-11-13 02:27:30,1605234469.0,B1429,CCA1803,11003.28,888.96,196.0,38.85208,114.0036
2020-11-13 02:28:00,1605234493.0,B1429,CCA1803,11003.28,888.96,196.0,38.74654,113.9662
2020-11-13 02:28:30,1605234510.0,B1429,CCA1803,11003.28,887.1080000000002,196.0,38.71312,113.95437
2020-11-13 02:29:00,1605234545.0,B1429,CCA1803,11003.28,888.96,196.0,38.66317,113.93665
2020-11-13 02:29:30,1605234570.0,B1429,CCA1803,11003.28,888.96,196.0,38.59935,113.91412
2020-11-13 02:30:00,1605234600.0,B1429,CCA1803,11003.28,888.96,196.0,38.51835,113.88568
2020-11-13 02:30:30,1605234646.0,B1429,CCA1803,11003.28,888.96,196.0,38.49051,113.87592
2020-11-13 02:31:00,1605234666.0,B1429,CCA1803,11003.28,888.96,196.0,38.35639000000001,113.82911
2020-11-13 02:31:30,1605234690.0,B1429,CCA1803,11003.28,887.1080000000002,196.0,38.32013,113.81649
2020-11-13 02:32:00,1605234731.0,B1429,CCA1803,11003.28,883.404,196.0,38.2482,113.79161
2020-11-13 02:32:30,1605234761.0,B1429,CCA1803,11003.28,881.552,196.0,38.18605,113.77003
2020-11-13 02:33:00,1605234781.0,B1429,CCA1803,11003.28,881.552,196.0,38.11632,113.74581
2020-11-13 02:33:30,1605234823.0,B1429,CCA1803,11003.28,881.552,196.0,38.08685,113.73561
2020-11-13 02:34:00,1605234843.0,B1429,CCA1803,11003.28,881.552,196.0,37.98331,113.69991
2020-11-13 02:34:30,1605234876.0,B1429,CCA1803,11003.28,881.552,196.0,37.98331,113.69991
2020-11-13 02:35:00,1605234902.0,B1429,CCA1803,11003.28,881.552,196.0,37.86033,113.65786
2020-11-13 02:35:30,1605234934.0,B1429,CCA1803,11003.28,881.552,196.0,37.78995,113.63393
2020-11-13 02:36:00,1605234970.0,B1429,CCA1803,11003.28,881.552,196.0,37.71094,113.60699
2020-11-13 02:36:30,1605234994.0,B1429,CCA1803,11003.28,883.404,196.0,37.69281,113.6008
2020-11-13 02:37:00,1605235036.0,B1429,CCA1803,11003.28,883.404,196.0,37.59643,113.56806
2020-11-13 02:37:30,1605235075.0,B1429,CCA1803,11003.28,885.2560000000002,196.0,37.56095,113.55606
2020-11-13 02:38:00,1605235085.0,B1429,CCA1803,11003.28,885.2560000000002,196.0,37.46547,113.52376
2020-11-13 02:38:30,1605235115.0,B1429,CCA1803,11003.28,885.2560000000002,196.0,37.43161,113.51238
2020-11-13 02:39:00,1605235147.0,B1429,CCA1803,11003.28,883.404,196.0,37.33109,113.47843
2020-11-13 02:39:30,1605235177.0,B1429,CCA1803,11003.28,883.404,195.0,37.26572,113.45647
2020-11-13 02:40:00,1605235201.0,B1429,CCA1803,11003.28,881.552,195.0,37.2208,113.44142
2020-11-13 02:40:30,1605235243.0,B1429,CCA1803,11003.28,879.7,196.0,37.13086,113.41128
2020-11-13 02:41:00,1605235263.0,B1429,CCA1803,11003.28,877.8480000000002,196.0,37.13086,113.41128
2020-11-13 02:41:30,1605235293.0,B1429,CCA1803,11003.28,877.8480000000002,195.0,37.03024,113.37768
2020-11-13 02:42:00,1605235335.0,B1429,CCA1803,11003.28,883.404,195.0,36.92894,113.3439
2020-11-13 02:42:30,1605235351.0,B1429,CCA1803,11003.28,883.404,196.0,36.90471,113.3358
2020-11-13 02:43:00,1605235397.0,B1429,CCA1803,11003.28,883.404,195.0,36.80054000000001,113.30114
2020-11-13 02:43:30,1605235411.0,B1429,CCA1803,11003.28,883.404,195.0,36.78667,113.29657
2020-11-13 02:44:00,1605235443.0,B1429,CCA1803,11003.28,881.552,195.0,36.78667,113.29657
2020-11-13 02:44:30,1605235481.0,B1429,CCA1803,11003.28,887.1080000000002,195.0,36.63396,113.24614
2020-11-13 02:45:00,1605235501.0,B1429,CCA1803,11003.28,888.96,195.0,36.57422,113.22636
2020-11-13 02:45:30,1605235532.0,B1429,CCA1803,11003.28,888.96,195.0,36.57422,113.22636
2020-11-13 02:46:00,1605235567.0,B1429,CCA1803,11003.28,888.96,195.0,36.57422,113.22636
2020-11-13 02:46:30,1605235593.0,B1429,CCA1803,11003.28,888.96,195.0,36.38091,113.16278
2020-11-13 02:47:00,1605235620.0,B1429,CCA1803,11003.28,888.96,195.0,36.36042,113.15608
2020-11-13 02:47:30,1605235654.0,B1429,CCA1803,11003.28,883.404,196.0,36.29228,113.13383
2020-11-13 02:48:00,1605235694.0,B1429,CCA1803,11003.28,874.1439999999999,204.0,36.17926,113.08485
2020-11-13 02:48:30,1605235714.0,B1429,CCA1803,11003.28,874.1439999999999,204.0,36.17926,113.08485
2020-11-13 02:49:00,1605235743.0,B1429,CCA1803,11003.28,874.1439999999999,204.0,36.0791,113.0326
2020-11-13 02:49:30,1605235771.0,B1429,CCA1803,11003.28,868.5880000000002,203.0,36.04568,113.01519
2020-11-13 02:50:00,1605235811.0,B1429,CCA1803,11003.28,864.8839999999999,203.0,35.95411,112.96762
2020-11-13 02:50:30,1605235835.0,B1429,CCA1803,11003.28,863.0319999999998,203.0,35.95411,112.96762
2020-11-13 02:51:00,1605235860.0,B1429,CCA1803,11003.28,863.0319999999998,203.0,35.8388,112.90796
2020-11-13 02:51:30,1605235898.0,B1429,CCA1803,11003.28,863.0319999999998,203.0,35.81371,112.89498
2020-11-13 02:52:00,1605235935.0,B1429,CCA1803,11003.28,864.8839999999999,204.0,35.70451,112.83829
2020-11-13 02:52:30,1605235957.0,B1429,CCA1803,11003.28,863.0319999999998,204.0,35.70451,112.83829
2020-11-13 02:53:00,1605235982.0,B1429,CCA1803,11003.28,859.328,204.0,35.60678,112.78736
2020-11-13 02:53:30,1605236015.0,B1429,CCA1803,11003.28,857.4760000000001,204.0,35.54892,112.75719
2020-11-13 02:54:00,1605236043.0,B1429,CCA1803,11003.28,857.4760000000001,204.0,35.50358,112.73352
2020-11-13 02:54:30,1605236083.0,B1429,CCA1803,11003.28,859.328,204.0,35.41735999999999,112.68864
2020-11-13 02:55:00,1605236101.0,B1429,CCA1803,11003.28,859.328,204.0,35.36375,112.66073
2020-11-13 02:55:30,1605236132.0,B1429,CCA1803,11003.28,857.4760000000001,203.0,35.29920999999999,112.62734
2020-11-13 02:56:00,1605236168.0,B1429,CCA1803,11003.28,855.6239999999998,204.0,35.23814,112.59579
2020-11-13 02:56:30,1605236194.0,B1429,CCA1803,11003.28,855.6239999999998,204.0,35.18758,112.56964
2020-11-13 02:57:00,1605236220.0,B1429,CCA1803,11003.28,855.6239999999998,204.0,35.18758,112.56964
2020-11-13 02:57:30,1605236257.0,B1429,CCA1803,11003.28,861.18,200.5,35.18758,112.56964
2020-11-13 02:58:00,1605236294.0,B1429,CCA1803,11003.28,866.7360000000001,197.0,35.18758,112.56964
2020-11-13 02:58:30,1605236312.0,B1429,CCA1803,11003.28,866.7360000000001,197.0,35.18758,112.56964
2020-11-13 02:59:00,1605236343.0,B1429,CCA1803,11003.28,867.9706666666667,197.0,35.09524333333333,112.53202
2020-11-13 02:59:30,1605236374.0,B1429,CCA1803,11003.28,869.2053333333334,197.0,35.00290666666667,112.4944
2020-11-13 03:00:00,1605236405.0,B1429,CCA1803,11003.28,870.44,197.0,34.91057,112.45678
2020-11-13 03:00:30,1605236432.0,B1429,CCA1803,11003.28,918.592,175.0,34.91057,112.45678
2020-11-13 03:01:00,1605236466.0,B1429,CCA1803,11003.28,920.444,175.0,34.91057,112.45678
2020-11-13 03:01:30,1605236495.0,B1429,CCA1803,11003.28,920.444,175.0,34.91057,112.45678
2020-11-13 03:02:00,1605236525.25,B1429,CCA1803,11003.28,921.1385,175.125,34.85489375,112.4521075
2020-11-13 03:02:30,1605236555.5,B1429,CCA1803,11003.28,921.833,175.25,34.7992175,112.447435
2020-11-13 03:03:00,1605236585.75,B1429,CCA1803,11003.28,922.5274999999999,175.375,34.74354125,112.4427625
2020-11-13 03:03:30,1605236616.0,B1429,CCA1803,11003.28,923.222,175.5,34.687865,112.43808999999999
2020-11-13 03:04:00,1605236646.25,B1429,CCA1803,11003.28,923.9165,175.625,34.63218875,112.43341749999999
2020-11-13 03:04:30,1605236676.5,B1429,CCA1803,11003.28,924.611,175.75,34.5765125,112.42874499999999
2020-11-13 03:05:00,1605236706.75,B1429,CCA1803,11003.28,925.3054999999999,175.875,34.520836249999995,112.4240725
2020-11-13 03:05:30,1605236737.0,B1429,CCA1803,11003.28,926.0,176.0,34.46516,112.4194
2020-11-13 03:06:00,1605236768.0,B1429,CCA1803,11003.28,926.0,175.0,34.46516,112.4194
2020-11-13 03:06:30,1605236798.0,B1429,CCA1803,11003.28,926.6945000000001,175.125,34.328386249999994,112.43097875
2020-11-13 03:07:00,1605236828.0,B1429,CCA1803,11003.28,927.389,175.25,34.1916125,112.44255749999999
2020-11-13 03:07:30,1605236858.0,B1429,CCA1803,11003.28,928.0835,175.375,34.05483875,112.45413624999999
2020-11-13 03:08:00,1605236888.0,B1429,CCA1803,11003.28,928.778,175.5,33.918065,112.46571499999999
2020-11-13 03:08:30,1605236918.0,B1429,CCA1803,11003.28,929.4725000000001,175.625,33.781291249999995,112.47729375
2020-11-13 03:09:00,1605236948.0,B1429,CCA1803,11003.28,930.167,175.75,33.6445175,112.4888725
2020-11-13 03:09:30,1605236978.0,B1429,CCA1803,11003.28,930.8615,175.875,33.50774375,112.50045125
2020-11-13 03:10:00,1605237008.0,B1429,CCA1803,11003.28,931.556,176.0,33.37097,112.51203
2020-11-13 03:10:30,1605237035.0,B1429,CCA1803,11003.28,931.556,176.0,33.29091,112.51873
2020-11-13 03:11:00,1605237073.0,B1429,CCA1803,11003.28,931.556,175.0,33.20265,112.5262
2020-11-13 03:11:30,1605237095.0,B1429,CCA1803,11003.28,931.556,176.0,33.17536,112.52847
2020-11-13 03:12:00,1605237125.0,B1429,CCA1803,11003.28,935.26,176.0,33.08249,112.5361
2020-11-13 03:12:30,1605237159.0,B1429,CCA1803,11003.28,937.112,175.0,32.99432,112.54351
2020-11-13 03:13:00,1605237184.0,B1429,CCA1803,11003.28,914.888,184.0,32.9528,112.54592
2020-11-13 03:13:30,1605237214.0,B1429,CCA1803,11003.28,885.2560000000002,194.0,32.87238,112.53428
2020-11-13 03:14:00,1605237250.0,B1429,CCA1803,11003.28,885.2560000000002,196.0,32.80229,112.51077
2020-11-13 03:14:30,1605237279.0,B1429,CCA1803,11003.28,887.1080000000002,195.0,32.73046,112.48733
2020-11-13 03:15:00,1605237310.0,B1429,CCA1803,11003.28,888.96,195.0,32.66198,112.4653
2020-11-13 03:15:30,1605237338.0,B1429,CCA1803,11003.28,885.2560000000002,196.0,32.60868,112.44815
2020-11-13 03:16:00,1605237366.0,B1429,CCA1803,11003.28,883.404,196.0,32.56022,112.43257
2020-11-13 03:16:30,1605237411.0,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:17:00,1605237422.0,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:17:30,1605237452.9230769,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:18:00,1605237483.8461537,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:18:30,1605237514.7692308,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:19:00,1605237545.6923077,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:19:30,1605237576.6153846,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:20:00,1605237607.5384614,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:20:30,1605237638.4615386,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:21:00,1605237669.3846154,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:21:30,1605237700.3076923,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:22:00,1605237731.2307692,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:22:30,1605237762.1538463,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:23:00,1605237793.0769231,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:23:30,1605237824.0,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
2020-11-13 03:24:00,1605237860.0,B1429,CCA1803,11003.28,881.552,196.0,32.45238,112.39777
