UTC TIME,Time,anum,fnum,height,speed,angle,longitude,latitude
2020-11-02 01:48:00,1604281694.0,B6130,CCA1803,152.4,274.096,353.0,40.08767,116.59503
2020-11-02 01:48:30,1604281710.0,B6130,CCA1803,327.66,272.244,353.0,40.08767,116.59503
2020-11-02 01:49:00,1604281741.0,B6130,CCA1803,701.04,279.652,355.0,40.11169,116.59103
2020-11-02 01:49:30,1604281772.0,B6130,CCA1803,1021.08,279.652,352.0,40.13393,116.58722
2020-11-02 01:50:00,1604281803.0,B6130,CCA1803,1150.62,279.652,352.0,40.13393,116.58722
2020-11-02 01:50:30,1604281831.0,B6130,CCA1803,1440.18,455.592,353.0,40.19371,116.57655
2020-11-02 01:51:00,1604281865.0,B6130,CCA1803,1996.44,472.26,352.0,40.19371,116.57655
2020-11-02 01:51:30,1604281895.0,B6130,CCA1803,2270.76,463.0,287.0,40.24951,116.55695
2020-11-02 01:52:00,1604281920.0,B6130,CCA1803,2354.58,481.52,245.0,40.26215,116.51587
2020-11-02 01:52:30,1604281953.0,B6130,CCA1803,3147.06,483.372,240.0,40.25735,116.49359
2020-11-02 01:53:00,1604282000.0,B6130,CCA1803,3916.68,451.888,241.0,40.21722000000001,116.40857
2020-11-02 01:53:30,1604282015.0,B6130,CCA1803,4008.12,477.816,240.0,40.21722000000001,116.40857
2020-11-02 01:54:00,1604282040.0,B6130,CCA1803,4152.9,503.744,240.0,40.19092,116.34985
2020-11-02 01:54:30,1604282070.0,B6130,CCA1803,4290.06,574.12,238.0,40.17021,116.30583
2020-11-02 01:55:00,1604282100.0,B6130,CCA1803,4632.96,614.864,238.0,40.14805,116.25926
2020-11-02 01:55:30,1604282136.0,B6130,CCA1803,5219.7,622.2719999999998,239.0,40.1093,116.17786
2020-11-02 01:56:00,1604282166.0,B6130,CCA1803,5608.32,633.384,239.0,40.09065,116.13804
2020-11-02 01:56:30,1604282201.0,B6130,CCA1803,5806.44,644.496,239.0,40.05537,116.06323
2020-11-02 01:57:00,1604282220.0,B6130,CCA1803,5897.88,635.236,239.0,40.03842,116.02761
2020-11-02 01:57:30,1604282261.0,B6130,CCA1803,6004.56,640.7919999999998,239.0,40.01042,115.96857
2020-11-02 01:58:00,1604282291.0,B6130,CCA1803,6195.06,644.496,239.0,39.98158,115.9077
2020-11-02 01:58:30,1604282317.0,B6130,CCA1803,6477.0,648.2,239.0,39.96803,115.87923
2020-11-02 01:59:00,1604282353.0,B6130,CCA1803,6903.72,653.756,239.0,39.93223,115.80395
2020-11-02 01:59:30,1604282373.0,B6130,CCA1803,7132.32,653.756,239.0,39.90898,115.75536
